fpr,tpr,threshold,sample_label
0.35797969278833636,0.8913721993088842,0.35,sensitivity_score_le_5
0.3749023691746941,0.899286590123732,0.3333333333333333,sensitivity_score_le_5
0.3749891521305216,0.8993423252703154,0.3214285714285714,sensitivity_score_le_5
0.37507593508634907,0.8993980604168988,0.3157894736842105,sensitivity_score_le_5
0.37542306690965893,0.8994537955634824,0.3125,sensitivity_score_le_5
0.37542306690965893,0.8995095307100658,0.3103448275862069,sensitivity_score_le_5
0.3755098498654864,0.8995095307100658,0.3095238095238095,sensitivity_score_le_5
0.3759437646446238,0.899676736149816,0.3076923076923077,sensitivity_score_le_5
0.3760305476004513,0.899676736149816,0.3043478260869565,sensitivity_score_le_5
0.37646446237958864,0.9001226173224836,0.3,sensitivity_score_le_5
0.3766380282912436,0.9004012930554007,0.2941176470588235,sensitivity_score_le_5
0.3766380282912436,0.9004570282019841,0.2916666666666667,sensitivity_score_le_5
0.3793282999218953,0.9012373202541523,0.2857142857142857,sensitivity_score_le_5
0.3797622147010327,0.9012930554007357,0.2777777777777778,sensitivity_score_le_5
0.3804564783476525,0.90185040686657,0.2727272727272727,sensitivity_score_le_5
0.3809771760826174,0.9019061420131534,0.2666666666666666,sensitivity_score_le_5
0.38115074199427235,0.9019061420131534,0.2631578947368421,sensitivity_score_le_5
0.38115074199427235,0.901961877159737,0.2608695652173913,sensitivity_score_le_5
0.3933003558101189,0.9059748077137443,0.25,sensitivity_score_le_5
0.3933871387659464,0.9059748077137443,0.24,sensitivity_score_le_5
0.3933871387659464,0.9060305428603277,0.238095238095238,sensitivity_score_le_5
0.39364748763342877,0.9060305428603277,0.2352941176470588,sensitivity_score_le_5
0.39425496832422113,0.9063649537398283,0.2307692307692307,sensitivity_score_le_5
0.3945153171917036,0.9063649537398283,0.2272727272727272,sensitivity_score_le_5
0.39633775926408055,0.9067550997659124,0.2222222222222222,sensitivity_score_le_5
0.39694523995487285,0.9068665700590792,0.2142857142857142,sensitivity_score_le_5
0.39694523995487285,0.9069223052056626,0.2105263157894736,sensitivity_score_le_5
0.39703202291070033,0.9069223052056626,0.2083333333333333,sensitivity_score_le_5
0.405363186670138,0.9095418570950842,0.2,sensitivity_score_le_5
